0 Summit Street,12/3/1990,9/7/2017
802 Superior Road,6/5/1995,3/3/2017
592 Columbus Court,12/24/1985,4/15/2018
5786 Hovde Street,12/1/1973,3/27/2017
0424 Laurel Hill,5/27/1992,9/26/2017
161 Thackeray Park,3/15/1998,1/21/2019
0107 Spenser Park,12/6/1972,8/10/2020
726 Anniversary Hill,8/9/1984,3/17/2018
37684 Shasta Point,8/31/1996,2/19/2021
8 Quincy Place,5/28/2000,12/6/2017
852 Bultman Center,11/7/1960,5/23/2020
336 Vahlen Place,6/8/1986,1/8/2020
88738 Tennessee Drive,10/22/1976,4/16/2019
05 Nobel Trail,6/7/1963,1/6/2019
6 Briar Crest Junction,2/10/1995,4/23/2017
7 Myrtle Junction,3/10/1969,10/9/2017
8 Grasskamp Crossing,9/24/1994,5/14/2019
77666 Pond Center,8/2/1970,12/4/2018
1257 Troy Place,3/5/1981,8/4/2017
59923 Division Point,1/25/1970,1/22/2020
58818 Grasskamp Crossing,1/19/2002,9/7/2017
8 Burrows Lane,3/8/1989,10/21/2018
59 Westport Park,4/13/1984,2/8/2017
03488 Continental Alley,10/18/1975,6/24/2018
8 Corben Center,10/16/1995,2/23/2019
76 Glacier Hill Avenue,2/16/1981,8/14/2017
44 Bartillon Parkway,2/18/1999,7/29/2017
0 Crescent Oaks Court,7/16/1973,8/30/2021
136 Monica Crossing,12/30/1979,9/13/2017
9502 Doe Crossing Point,8/17/1989,2/1/2020
23559 Westridge Road,5/25/2002,10/24/2020
823 Utah Pass,6/29/1997,8/10/2019
486 Comanche Point,6/18/1975,12/12/2017
13 Schmedeman Pass,1/24/1997,3/24/2020
159 Fremont Junction,12/25/1976,9/9/2018
2 Lyons Park,7/16/1995,4/20/2018
46 Dixon Lane,7/15/1976,10/8/2019
1 Canary Park,1/26/1962,8/16/2017
0366 Mitchell Terrace,2/15/1974,9/24/2019
393 Mayer Hill,11/15/1972,5/28/2019
59 Annamark Way,5/8/2002,8/30/2018
77 Corscot Alley,8/2/1967,6/30/2018
7 Jackson Parkway,1/14/1977,4/3/2018
298 Gale Drive,10/23/1989,3/12/2020
932 Dottie Junction,1/13/1986,5/30/2018
644 Gerald Hill,9/21/1990,10/1/2018
3 Arkansas Avenue,11/12/1983,11/7/2019
8 Tony Hill,11/2/2001,2/23/2020
7 Eagle Crest Avenue,9/25/1971,12/9/2020
41386 Kropf Point,12/9/1983,12/5/2020
53 Clyde Gallagher Place,4/26/1974,8/23/2017
2 Sundown Junction,9/10/1973,12/25/2020
491 Cascade Place,1/10/1980,1/4/2021
49 6th Court,6/15/1963,5/13/2019
2 Jenifer Way,11/24/1995,9/1/2018
8 Derek Drive,7/21/1967,4/12/2018
9 Marcy Court,10/1/1987,9/5/2017
67812 Service Plaza,9/13/1973,9/23/2019
61210 Ryan Place,9/5/1968,4/25/2020
101 Sachs Parkway,2/14/1993,12/27/2018
6 Randy Place,7/9/1999,11/27/2018
69 Delladonna Circle,9/9/1978,1/27/2018
1859 Crowley Drive,4/14/1993,11/8/2017
9609 Monterey Point,12/19/1962,1/29/2017
615 Waxwing Avenue,4/4/2000,6/10/2018
952 Cambridge Drive,10/9/1965,5/1/2020
7058 Lakeland Terrace,4/6/1994,9/26/2019
56 Harper Junction,9/14/1974,1/7/2020
041 Kedzie Road,5/18/1968,6/1/2021
7 Beilfuss Parkway,3/19/1974,12/6/2019
358 Maple Wood Plaza,10/18/1966,12/16/2018
89 2nd Alley,6/10/1983,2/12/2018
14 Straubel Plaza,10/10/1974,6/16/2019
5742 Sachs Way,8/28/1973,11/30/2018
21 Gina Street,5/1/1985,3/5/2019
8956 Monica Hill,4/11/1995,12/4/2020
1 Brown Parkway,8/21/1979,2/12/2020
88 Bay Drive,1/22/1961,4/17/2019
98350 Bluestem Center,7/5/2003,11/1/2016
1357 Algoma Lane,7/25/1983,12/22/2017
30 Sachs Street,6/18/1977,1/11/2018
82 Haas Terrace,12/30/2001,11/18/2020
0 Bartillon Street,12/7/1966,11/26/2018
6165 Laurel Court,4/19/1965,4/25/2019
5027 Montana Junction,3/19/1962,11/2/2019
00149 Blackbird Road,8/16/1966,4/28/2019
2617 Vidon Trail,2/4/1985,12/6/2020
20 Fieldstone Street,9/17/1981,7/11/2018
66353 Old Gate Plaza,3/17/1983,5/6/2020
5916 Independence Pass,8/22/1983,5/21/2019
07 Spohn Way,12/23/1979,3/11/2019
1069 Cody Plaza,6/26/1977,12/28/2016
887 Dovetail Street,1/13/1997,1/30/2021
7 Hayes Plaza,2/5/1982,11/9/2019
0811 School Way,4/9/1995,1/5/2019
4250 Arrowood Avenue,6/26/1999,8/24/2017
58946 Meadow Vale Center,12/1/1993,7/9/2018
63 Hallows Lane,11/28/1980,6/25/2021
35040 Victoria Parkway,4/25/1992,1/23/2018
106 Hintze Terrace,8/29/1994,4/14/2021
60 Merchant Center,11/20/1980,12/28/2019
3217 Spohn Crossing,7/29/1962,1/15/2020
988 Superior Plaza,5/14/1975,6/17/2019
61965 Helena Pass,2/2/1973,3/20/2021
8276 1st Junction,10/14/1985,2/3/2018
86407 Graceland Court,12/15/1967,4/14/2017
5 Arizona Way,7/6/1979,7/14/2018
60389 Haas Way,9/5/2005,12/23/2016
38 Service Junction,2/23/2000,3/27/2020
02017 Susan Point,2/5/1961,12/22/2017
50308 East Avenue,7/31/1983,2/10/2017
13 Spenser Court,6/9/1969,11/8/2016
671 Longview Pass,12/16/1994,4/16/2018
565 Petterle Road,7/4/1999,3/8/2018
32 Hauk Park,2/19/1988,2/20/2020
26 Norway Maple Alley,3/29/1988,1/9/2017
4 Luster Lane,11/22/1995,2/8/2019
3734 Colorado Hill,10/1/1987,5/6/2021
5824 Starling Circle,7/7/1983,4/16/2017
4 Ronald Regan Hill,12/7/1990,9/26/2021
9786 Stuart Road,5/17/1965,12/26/2020
12 Sullivan Road,5/14/1962,5/6/2019
05531 Daystar Street,2/5/1988,5/31/2020
85231 John Wall Lane,8/20/1974,2/21/2019
67241 Kropf Pass,3/31/1991,2/22/2020
15 Summit Circle,7/28/1995,11/4/2019
61 Basil Court,6/25/1995,7/8/2020
6457 Mcbride Lane,11/1/1979,12/10/2019
938 High Crossing Alley,8/22/1971,10/11/2019
7019 Warner Plaza,10/7/2000,1/14/2020
08 Mccormick Park,1/2/1966,1/6/2021
25771 Basil Crossing,11/26/1989,7/13/2019
5 Loftsgordon Plaza,4/2/1980,3/18/2017
3258 Kingsford Pass,1/25/1989,3/12/2019
469 Autumn Leaf Place,11/2/1972,12/2/2020
99097 Clarendon Lane,1/10/1997,1/7/2019
0 Messerschmidt Point,10/8/1986,11/23/2016
9078 Buena Vista Terrace,12/5/1961,11/10/2019
3 Bayside Drive,12/10/1973,1/28/2021
7 Scofield Center,1/24/1980,9/4/2020
00 Main Hill,1/3/1969,8/25/2021
76 Lukken Place,9/14/1995,7/30/2019
49877 Randy Way,6/6/1995,11/16/2020
923 Old Shore Terrace,6/19/1966,5/8/2021
1716 Green Pass,1/30/1965,8/23/2020
1304 Summit Court,4/15/1991,10/26/2017
071 Beilfuss Hill,5/11/1965,8/21/2019
22 Dexter Drive,5/19/1978,7/26/2020
69101 Moose Place,10/12/1980,6/15/2020
54 Northland Alley,7/6/1992,6/8/2019
395 Schlimgen Way,4/21/1982,7/16/2018
1 Mosinee Road,11/14/2003,8/3/2017
38317 Reinke Junction,1/7/1973,6/15/2020
8786 Maple Court,4/20/2002,7/20/2021
5748 Talmadge Parkway,6/30/1980,12/4/2017
5 Straubel Road,4/11/1988,3/15/2021
16 Ilene Plaza,9/24/1998,4/30/2018
66 Bowman Terrace,5/11/2003,1/20/2017
96 Melody Parkway,7/31/1968,6/13/2021
5380 Express Pass,4/21/1987,4/28/2020
73129 Derek Terrace,11/29/1969,5/22/2017
39 Basil Way,1/7/1970,3/11/2017
971 Brentwood Center,5/29/2002,7/18/2019
7377 Dakota Avenue,3/18/1964,12/16/2018
52 Rieder Center,10/7/1967,3/29/2019
24 Aberg Park,10/3/2000,10/15/2018
12 Forster Circle,7/1/1997,1/29/2020
5316 Eagle Crest Center,4/4/1996,9/13/2017
73 Farwell Way,4/9/1976,6/12/2020
7 Texas Hill,1/17/1989,11/6/2017
580 Veith Pass,10/23/1996,9/17/2018
6534 Acker Junction,9/19/2003,8/26/2020
948 Porter Point,3/25/1973,8/25/2017
78 Stone Corner Trail,6/7/1993,3/25/2021
191 Clove Terrace,11/6/1984,3/26/2018
294 Lakeland Drive,3/27/1981,1/26/2019
8106 Crescent Oaks Road,3/21/1982,11/27/2019
2505 Merchant Circle,5/5/1970,2/3/2020
47415 Clarendon Drive,5/17/1996,10/29/2020
3 Cody Junction,2/4/1998,9/28/2019
98 Shasta Plaza,11/10/1977,5/17/2020
346 Moose Alley,12/29/1973,8/9/2017
27 Emmet Road,4/11/1971,9/27/2017
4995 Mendota Court,11/3/1968,8/8/2018
7780 Harbort Center,12/31/2003,10/4/2021
3700 Hoard Place,12/28/1991,3/10/2017
52676 Cordelia Lane,10/3/1971,4/27/2020
6 Gulseth Avenue,4/22/1967,6/12/2020
5159 Bunting Circle,9/19/1992,4/27/2021
1009 Golf Street,10/16/1961,10/19/2018
693 Starling Crossing,2/21/1977,10/4/2018
31 Hermina Terrace,8/28/1963,11/30/2016
8293 Kropf Court,9/15/2005,12/7/2017
5345 Clarendon Circle,4/11/1999,11/26/2018
0090 Anniversary Junction,9/4/1964,2/18/2017
24 Pennsylvania Point,6/27/1983,4/11/2021
32 Express Crossing,11/2/1975,3/15/2021
64067 West Park,7/1/1988,7/14/2021
53231 Crest Line Circle,1/22/1989,11/29/2016
4164 Prentice Lane,6/13/2004,7/24/2019
63 Sutteridge Court,8/28/1982,3/19/2018
105 Ruskin Alley,9/2/1988,4/1/2020
7 Summerview Street,2/3/2003,10/15/2017
81247 Mockingbird Way,4/8/1995,1/9/2017
964 La Follette Plaza,8/18/1996,4/26/2018
31 Fieldstone Way,10/2/1997,7/30/2017
86 Bluejay Circle,4/21/1966,7/6/2018
32 Buell Point,4/17/1985,2/11/2019
3 Ramsey Road,6/21/1976,1/23/2018
23197 Reinke Pass,8/16/1989,10/20/2020
4569 Oxford Junction,9/26/1976,9/2/2017
04926 Farragut Crossing,10/29/1993,3/3/2020
475 Pleasure Road,3/9/1978,11/24/2020
07 Southridge Avenue,12/11/1981,1/4/2019
4 Harbort Plaza,5/26/1964,1/18/2018
3 Fulton Alley,2/15/1963,3/15/2019
19345 Rutledge Crossing,6/4/1992,2/1/2018
33284 Sachs Street,2/20/1961,5/29/2017
630 Delladonna Pass,2/7/1992,2/25/2021
474 Northridge Crossing,7/15/1992,10/27/2019
1832 Farragut Parkway,2/18/1972,6/9/2021
68846 Ramsey Court,7/26/2005,5/6/2017
9949 Straubel Park,12/14/1979,8/16/2021
5311 Heffernan Plaza,4/9/1989,12/14/2016
07 Mayer Park,7/25/1994,11/3/2018
5848 Leroy Drive,3/30/1984,12/5/2017
26 Westridge Crossing,11/5/1965,10/10/2016
398 Rockefeller Pass,11/3/1995,4/3/2018
980 Forest Run Pass,8/26/2003,1/18/2021
614 Kingsford Road,1/6/1979,6/13/2018
4520 Scott Park,8/28/1986,9/14/2020
5 Dwight Point,6/26/1968,8/24/2021
0 Eastwood Center,3/2/1997,5/28/2020
22271 Arrowood Point,1/27/2003,2/16/2019
44 North Pass,9/17/1977,12/10/2019
7781 Kipling Way,6/1/1963,12/4/2019
6 Michigan Trail,5/6/1979,10/30/2020
7 Manitowish Hill,3/3/1961,3/30/2019
9 Veith Way,4/24/1966,6/16/2017
51790 Mcguire Parkway,4/11/1974,5/16/2018
004 Rigney Place,12/20/2004,9/19/2020
7577 Monument Road,7/2/1979,8/27/2020
7 Bluejay Parkway,11/15/1980,3/23/2021
8 Logan Place,9/24/1989,4/30/2017
6 Reindahl Parkway,10/23/1965,3/5/2017
846 Talisman Lane,4/4/1963,8/3/2017
025 Jana Hill,6/18/1974,9/30/2020
15 Alpine Place,4/8/1996,6/5/2021
5686 Arizona Trail,5/9/1994,2/27/2020
0026 Washington Drive,11/12/1984,12/10/2018
19 Mayfield Terrace,6/21/1970,8/17/2021
7633 Corscot Road,7/19/2003,8/28/2020
41 Harper Junction,5/17/1979,7/24/2019
61 Banding Pass,7/23/2000,7/29/2017
848 Lien Alley,10/19/1967,7/19/2020
4818 Waubesa Trail,5/14/1961,9/29/2017
52 Carioca Terrace,2/26/1979,2/2/2020
3288 Talmadge Terrace,5/20/1996,8/24/2018
4019 Hanover Point,12/23/1974,2/23/2017
7918 Helena Center,9/29/1988,2/7/2020
8 Rusk Terrace,11/29/1977,9/5/2018
45041 Union Lane,9/6/1993,7/22/2018
01 Basil Trail,3/29/1981,6/13/2020
358 Vera Plaza,9/13/1981,11/17/2020
42518 Eagle Crest Parkway,8/9/1962,8/26/2021
096 Montana Avenue,12/3/1980,10/6/2017
58 Crowley Street,9/22/2001,12/1/2018
3 Lotheville Point,3/30/1965,10/2/2020
28564 Sunnyside Drive,12/10/2000,9/2/2019
465 Ridgeview Road,3/7/1980,3/31/2018
80263 John Wall Park,3/3/1973,10/27/2016
2 Melvin Hill,5/23/1999,7/30/2017
2 Forest Run Court,5/18/1976,8/22/2021
26640 Vidon Avenue,12/28/1994,7/17/2019
52 Stephen Park,12/30/1988,5/22/2021
68271 Meadow Valley Pass,3/29/1970,9/5/2017
860 Rieder Circle,12/22/2004,8/3/2018
585 Burning Wood Parkway,12/15/1994,12/31/2018
5776 Dwight Street,3/14/1990,7/21/2021
279 Ruskin Drive,2/26/1996,12/30/2019
312 Center Drive,4/21/1986,11/16/2017
73419 Corscot Place,4/27/1961,7/27/2021
3 Parkside Terrace,5/8/1991,10/15/2017
01761 Fulton Pass,3/9/1972,12/27/2017
75134 Mallard Parkway,7/30/1994,8/2/2017
2758 4th Park,3/20/1994,3/10/2019
8089 Melby Parkway,8/29/1973,4/28/2018
3 Farmco Pass,5/31/1962,5/15/2020
1 Schurz Place,12/31/1981,7/31/2020
6583 Lien Center,9/8/1993,8/16/2021
956 Florence Place,4/9/1969,4/3/2021
339 Hoffman Crossing,4/10/1977,1/13/2018
0 Gulseth Plaza,4/23/1975,5/5/2020
18 Hoffman Circle,4/26/1973,1/19/2019
177 Grayhawk Court,12/24/1968,9/7/2020
1 Marcy Road,10/27/1964,7/26/2020
2928 Summer Ridge Alley,5/17/1963,12/22/2018
0 Springs Junction,2/22/1984,2/2/2019
8 East Pass,10/20/1998,1/22/2020
551 Brickson Park Pass,5/5/1970,7/3/2020
649 North Road,9/4/1997,10/18/2020
5 Redwing Street,8/30/1962,5/15/2020
33713 Warrior Terrace,7/2/1989,2/12/2020
39095 Bultman Avenue,4/18/1969,10/23/2016
28872 Dawn Terrace,1/19/1962,11/27/2016
5 Mifflin Way,5/7/1980,2/24/2017
75 Sutherland Court,10/9/2000,8/23/2020
80 School Pass,10/11/1972,11/26/2016
03450 Anhalt Way,11/28/1994,2/26/2020
696 Golf Course Drive,12/23/1960,6/1/2017
794 Esker Park,11/12/1974,9/3/2021
0002 Bay Court,7/4/1995,8/20/2019
42 Upham Crossing,1/13/1992,11/19/2018
7725 Anderson Center,1/24/1969,1/29/2018
2 Rowland Way,12/26/1996,6/26/2020
79 Drewry Avenue,12/25/1996,7/4/2020
813 Maryland Court,5/22/1977,6/27/2018
7976 Ilene Trail,7/27/1976,6/5/2017
6618 High Crossing Point,2/3/1996,4/3/2019
6925 Crest Line Hill,2/22/2000,6/20/2020
02 Magdeline Road,3/18/1969,10/30/2016
8 Gina Hill,12/12/2000,3/5/2017
4 La Follette Terrace,6/5/1986,7/11/2021
0093 Lillian Place,6/28/1962,5/1/2020
690 Lien Way,1/29/1997,2/19/2021
0354 Lake View Road,2/7/1999,3/9/2020
4 Monument Court,7/30/1988,4/8/2021
55 Springs Road,12/14/1993,11/14/2017
19 Brown Plaza,5/27/1963,10/11/2020
87 Fordem Road,1/21/1974,1/4/2021
58542 Lake View Circle,3/23/1983,5/9/2019
34 Debra Park,1/14/1995,6/21/2017
6 Bunker Hill Trail,11/11/1972,3/29/2019
310 Knutson Circle,8/2/1993,5/3/2017
89459 Spaight Park,4/28/1998,7/26/2019
02 Waubesa Center,5/24/1991,5/11/2019
8 Steensland Avenue,4/27/1968,10/1/2018
6 Artisan Point,6/19/1970,5/15/2019
0 Tennyson Crossing,9/9/1964,9/2/2018
44 Rutledge Terrace,5/2/1992,7/10/2018
50622 Green Ridge Circle,7/16/1980,5/8/2017
48757 Mifflin Center,11/20/1982,10/11/2019
678 Lyons Point,1/3/1975,10/23/2020
4838 Kingsford Crossing,4/1/1972,10/28/2018
66686 Warbler Terrace,1/30/2000,12/22/2017
78 Northridge Lane,12/12/1974,7/17/2017
46396 Union Hill,6/14/1979,8/13/2019
121 Fair Oaks Court,12/14/1960,11/8/2016
0 Pierstorff Center,3/19/1964,1/27/2018
3 Morning Alley,9/7/1968,3/5/2020
0 Farmco Alley,2/15/1973,6/9/2018
41418 Dennis Lane,2/24/1985,5/23/2019
4 Shopko Way,4/6/1990,5/5/2020
634 Macpherson Street,4/29/1977,3/7/2020
70437 1st Way,8/29/1983,5/17/2017
52 Gerald Terrace,5/26/1989,12/18/2020
00519 Jackson Street,6/1/1983,12/17/2019
6 Rusk Park,4/21/2000,11/5/2016
49596 Ridgeview Circle,1/15/1980,6/10/2020
4 Debra Road,1/20/1966,12/6/2018
77 Tennyson Parkway,4/16/1963,4/19/2020
690 Dawn Parkway,3/5/1967,1/1/2018
42 Northwestern Junction,11/29/1980,4/23/2017
1733 Morrow Park,4/25/1987,1/27/2017
324 Dwight Alley,9/27/2004,2/18/2017
3 Judy Point,6/11/2003,7/10/2019
61273 Thompson Lane,3/24/1980,5/8/2021
95882 Arkansas Alley,2/10/1962,3/4/2019
2297 Tennyson Plaza,6/17/1984,3/29/2020
5403 Muir Junction,11/6/1963,7/26/2021
39476 Schurz Park,2/7/1983,11/1/2019
06 Clove Drive,3/23/1971,9/14/2020
14612 Nelson Lane,4/26/1990,6/12/2017
22711 Pine View Parkway,6/25/2000,2/10/2020
912 3rd Street,12/12/1990,2/10/2020
25363 Center Hill,11/8/1962,12/7/2016
60 Forster Road,10/21/1993,8/1/2021
456 Jackson Trail,10/7/1981,7/6/2021
86 Claremont Road,8/9/1972,10/2/2020
95 Surrey Lane,1/11/1983,9/10/2021
4615 Bartillon Crossing,7/29/1966,8/18/2021
97441 Waywood Lane,8/31/1993,2/16/2020
31 Dryden Place,10/12/1992,2/6/2019
8 Katie Place,12/24/1989,8/18/2020
8800 Rigney Circle,11/1/1974,2/27/2019
6 Lillian Center,1/12/1993,12/22/2018
8 Clove Pass,4/3/1975,9/29/2019
29278 Sauthoff Point,4/24/1979,9/14/2021
0 Haas Street,9/23/1976,10/28/2017
124 Swallow Parkway,5/2/1961,9/17/2018
48484 Sunbrook Avenue,7/10/2005,7/12/2018
8 Lindbergh Crossing,5/20/1999,3/23/2017
1 Shopko Plaza,10/26/1966,7/28/2017
827 Oak Valley Place,1/15/2001,3/5/2018
3 Fuller Street,9/15/1966,12/3/2019
13912 Harbort Lane,9/20/1970,5/19/2018
3 Huxley Way,11/16/1978,7/7/2019
31 3rd Drive,6/9/2004,12/29/2020
8369 Lerdahl Lane,3/22/1972,9/25/2021
0 Bowman Court,11/26/2002,6/14/2017
630 Mosinee Parkway,7/12/1991,6/16/2021
82852 Main Parkway,9/9/1981,12/12/2018
5 Clemons Avenue,12/4/2003,10/25/2019
3 Jackson Junction,1/27/1978,4/12/2018
06606 Banding Drive,10/2/1966,11/24/2016
94 Cascade Avenue,7/17/1989,6/18/2020
73 Banding Hill,6/23/1992,7/15/2019
375 Tony Crossing,11/9/1996,9/18/2021
87268 International Hill,10/15/1984,9/21/2017
4 Northland Hill,5/19/1963,5/6/2018
00 American Ash Crossing,11/19/1982,4/23/2021
83 Loomis Trail,9/18/1979,9/28/2019
73 Lawn Parkway,10/30/1985,3/23/2019
523 Stoughton Pass,1/13/1962,8/8/2019
7 Westport Crossing,10/25/1976,7/9/2018
87 Warrior Trail,10/25/1994,3/21/2019
2391 Eagan Trail,6/10/2004,1/12/2020
2333 Holmberg Point,11/26/2001,4/13/2017
325 Banding Trail,5/8/1982,4/18/2018
53504 Crest Line Hill,6/23/1980,6/2/2019
3 Steensland Plaza,4/5/1993,9/15/2020
05 Mallory Trail,10/6/1988,2/5/2021
2 Oakridge Pass,11/29/1988,2/1/2021
39 Jay Drive,12/5/1993,3/30/2017
44 Holmberg Court,12/24/1961,9/19/2019
597 Nova Court,12/19/2001,6/1/2018
0519 Myrtle Alley,1/5/1997,11/25/2018
538 Steensland Road,10/25/1975,1/10/2021
3021 Jana Junction,4/11/1965,5/28/2019
81501 Oneill Center,7/6/1990,2/3/2019
71385 Dwight Drive,7/16/1966,1/16/2018
7 Southridge Plaza,12/20/1963,9/15/2019
03 Holmberg Lane,11/19/1974,10/7/2020
2718 Rockefeller Street,6/23/1996,8/22/2017
983 Killdeer Junction,12/2/1986,7/18/2018
28941 Service Trail,2/19/2001,4/20/2019
47950 Maryland Park,11/28/1963,1/4/2021
577 Fisk Avenue,5/8/1994,2/9/2018
69033 Fairfield Avenue,4/24/1975,1/14/2020
7644 Cordelia Park,12/20/1987,7/19/2021
01 Bay Parkway,4/13/1976,9/9/2020
7692 Spohn Pass,5/20/2005,2/22/2018
5 Bowman Terrace,1/31/1980,7/10/2021
72 Chinook Avenue,9/7/1977,7/11/2018
841 Fremont Junction,12/21/1987,11/19/2018
555 Lien Terrace,1/28/1994,4/3/2019
7046 High Crossing Street,5/15/2004,7/12/2017
8093 Calypso Crossing,1/31/1988,12/7/2019
1 Westend Plaza,1/27/1990,3/31/2021
27827 Grayhawk Plaza,8/5/1964,3/12/2020
00 Anthes Street,4/13/2001,6/2/2019
911 Rigney Court,12/30/1981,12/7/2020
1550 Mendota Parkway,8/1/1985,9/4/2019
792 Kipling Park,1/9/1967,12/19/2019
921 Clarendon Alley,6/5/1984,5/15/2021
529 Meadow Ridge Pass,6/16/1972,11/15/2020
4401 Kipling Street,6/29/1991,3/19/2021
5 Carey Trail,12/10/1977,4/13/2021
39 Burrows Road,10/12/1965,1/11/2020
4371 Texas Junction,12/25/2001,10/29/2016
989 Park Meadow Street,11/12/1986,10/25/2018
16623 Anderson Pass,3/30/1987,5/6/2021
9785 Buell Alley,5/26/1990,11/11/2016
3451 Springs Circle,2/20/1963,5/30/2021
64 Texas Place,8/30/1969,12/22/2018
5 Ridgeway Place,11/6/1981,4/21/2021
12 7th Road,7/21/1998,10/12/2016
8764 Cardinal Plaza,10/21/1973,12/10/2016
8608 Lakewood Pass,5/7/1994,10/4/2021
0 Forest Run Drive,7/6/2005,10/21/2018
47 Golf Drive,7/27/1961,2/4/2021
7292 Lakeland Terrace,7/21/2001,6/28/2021
71290 Grayhawk Point,11/7/1976,9/12/2021
73928 2nd Way,10/1/1987,1/7/2019
8479 Upham Hill,2/5/1988,12/7/2019
0676 Swallow Street,4/27/1963,10/22/2020
3 Corscot Way,5/16/1971,4/8/2020
7 Oakridge Drive,10/5/1972,3/9/2019
2 Pawling Pass,2/2/1965,7/1/2021
354 Kenwood Point,12/10/2000,6/17/2021
6 Beilfuss Point,1/19/1999,12/23/2020
84 Burrows Court,2/8/1995,2/7/2021
42 Swallow Way,3/7/1995,1/25/2019
88 Dahle Junction,9/25/1988,7/25/2018
8 Ohio Way,11/7/1984,11/11/2017
8375 Talmadge Crossing,2/4/1967,11/18/2017
81891 Mosinee Lane,9/13/1986,10/27/2016
7 Muir Place,2/3/1961,10/17/2017
75 Sunfield Center,1/25/1992,6/28/2018
88967 Troy Circle,9/23/1968,3/26/2017
6581 Lyons Trail,7/1/1985,4/20/2019
8 Waxwing Road,8/23/2002,2/17/2018
015 Morning Hill,9/21/1976,9/13/2021
71184 Cody Lane,12/25/1971,12/5/2016
51 Laurel Place,9/21/1974,6/11/2019
26969 Service Circle,12/24/1999,1/31/2021
3 Saint Paul Pass,7/14/2002,9/2/2018
3491 Lindbergh Place,6/29/1999,7/20/2017
7593 Truax Trail,6/2/1967,1/28/2017
19 Garrison Lane,9/14/2000,6/7/2017
5 Ilene Avenue,11/22/1965,12/26/2018
22 Gateway Parkway,7/28/1965,8/29/2021
4 Superior Circle,8/21/1968,12/25/2017
777 Emmet Way,2/26/1987,2/7/2018
303 Oakridge Avenue,7/6/1975,4/22/2020
551 Continental Center,12/21/1982,6/24/2021
9124 Arapahoe Street,6/22/1998,3/12/2018
46 Westridge Alley,6/13/2000,11/30/2017
6494 Oakridge Trail,1/14/1977,3/24/2020
20923 Tennyson Circle,6/10/1976,9/23/2020
282 Derek Crossing,3/1/1993,6/4/2018
6 Northwestern Avenue,7/12/1991,12/2/2017
882 Hauk Drive,7/20/1964,2/19/2021
400 Saint Paul Junction,5/7/1978,6/20/2019
6 Carey Pass,11/7/1994,7/28/2019
6291 Esker Plaza,3/14/1962,1/2/2019
633 Elgar Avenue,7/24/1970,3/14/2021
17 Caliangt Drive,9/4/1993,10/9/2018
5 Express Junction,9/30/1979,4/27/2021
6114 Mockingbird Terrace,6/27/2000,7/27/2017
625 Loeprich Hill,3/3/1973,10/11/2018
2 Cascade Crossing,4/13/1991,10/6/2020
80 Manufacturers Point,2/23/2002,6/5/2021
84938 Cardinal Plaza,9/2/1962,4/27/2021
70883 Green Ridge Hill,10/14/2004,7/10/2020
35695 Fulton Place,8/23/1975,7/17/2017
3 Stang Lane,7/13/1992,2/24/2020
25817 Londonderry Park,8/12/1987,12/16/2017
72 Havey Way,2/17/1974,5/20/2017
8260 Bluejay Crossing,9/28/1971,4/19/2019
1490 Colorado Plaza,8/25/1985,1/3/2019
793 Grim Park,1/15/1977,12/1/2017
6 Anderson Plaza,7/19/1985,2/5/2017
92704 Pond Drive,1/10/1978,3/27/2018
69 Texas Plaza,2/14/1962,12/7/2018
2 Northland Road,3/2/1999,6/2/2021
597 Butternut Street,2/17/1989,10/22/2016
5176 Bonner Circle,12/16/1975,1/19/2021
13 Loeprich Lane,12/16/1986,8/7/2021
8 Artisan Terrace,9/4/1969,3/24/2017
060 Straubel Center,1/12/1993,3/24/2017
8 Melby Center,9/12/1961,4/6/2019
01 Veith Terrace,6/9/1990,8/7/2020
5 Arapahoe Parkway,11/9/1968,4/15/2020
23756 Sauthoff Pass,4/18/1989,10/19/2017
01154 Merry Plaza,6/13/1999,10/16/2016
43000 Nobel Pass,11/13/1988,12/1/2018
62036 Hanover Circle,2/1/1996,6/2/2020
99085 2nd Circle,11/10/1966,2/4/2019
206 Oakridge Park,8/11/1988,6/15/2019
48312 Petterle Court,3/8/1997,8/2/2019
9191 Buell Trail,12/28/1968,3/14/2020
8 Pearson Hill,2/10/1963,12/10/2016
19 Northport Road,2/16/1988,4/22/2021
48 Alpine Point,4/13/2005,9/6/2019
7005 Golf View Court,3/4/1968,2/23/2017
474 Esker Alley,10/11/1972,7/31/2018
90 Del Mar Court,4/25/1981,10/14/2016
7075 Menomonie Center,7/24/1999,5/12/2018
8349 Portage Point,6/12/1965,1/21/2018
0378 Marquette Place,6/7/1971,1/24/2019
88 Gerald Crossing,11/22/1998,8/25/2018
4820 Sutherland Court,11/11/1997,11/19/2019
8 Bartillon Road,8/11/2003,11/18/2019
89790 Warbler Park,11/4/1975,6/13/2017
8468 Mcbride Place,9/30/1979,3/14/2020
5 Forster Lane,11/26/1972,12/12/2018
20 Wayridge Junction,10/13/1987,9/6/2020
74 Hudson Plaza,6/21/1974,6/3/2021
31934 4th Junction,6/9/1997,11/19/2019
2 Stone Corner Crossing,10/24/1964,5/29/2019
84 Wayridge Way,1/17/1981,2/3/2019
00 Valley Edge Pass,9/19/1974,5/26/2018
9247 Orin Street,2/17/2000,12/21/2020
